gene	symbol	log2FoldChange	lfcSE	pvalue	padj
ENSG0100141	GENE141	-2.175	0.299	0.10292015414098044	0.014532018633101421
ENSG0109181	GENE9181	0.711	0.119	0.027567088766720427	0.014539935078802102
ENSG0109681	GENE9681	2.971	0.293	0.21088240956074367	0.01455161983013394
ENSG0103267	GENE3267	-0.235	0.207	0.018012515799795237	0.014584669774514352
ENSG0104820	GENE4820	2.368	0.417	0.12296206526583298	0.014589337746912578
ENSG0113082	GENE13082	-3.411	0.284	0.31429120341231165	0.014590588542015758
ENSG0110289	GENE10289	1.264	0.423	0.045533738450190486	0.014593665323250172
ENSG0101542	GENE1542	-3.358	0.483	0.30004927601340936	0.01460527788596027
ENSG0111879	GENE11879	2.659	0.375	0.15997240657612666	0.014617420561156847
ENSG0100087	GENE87	2.179	0.454	0.10403785546970723	0.014644498201726879
ENSG0107889	GENE7889	0.583	0.203	0.024744666523557002	0.014648130814184365
ENSG0100070	GENE70	-1.983	0.346	0.0873483149437363	0.014665412823016052
ENSG0110338	GENE10338	0.507	0.27	0.0231708377380343	0.014676202476041064
ENSG0106151	GENE6151	4.273	0.387	0.6875582497395699	0.0146876449885629
ENSG0108275	GENE8275	1.283	0.483	0.04662015535749875	0.014695653703266113
ENSG0105395	GENE5395	1.246	0.157	0.045155421956674546	0.014708552004357434
ENSG0103572	GENE3572	4.219	0.458	0.6558973280460096	0.014718503262839517
ENSG0108146	GENE8146	-0.521	0.456	0.02352988512246479	0.014725609676666857
ENSG0110625	GENE10625	-2.988	0.359	0.21680426572891442	0.014732061391546149
ENSG0101870	GENE1870	2.235	0.301	0.1102147229649808	0.014748689313014979
ENSG0115757	GENE15757	4.468	0.435	0.8232160672552218	0.014758129684429244
ENSG0100958	GENE958	-2.491	0.152	0.13891622817511762	0.014759566142534129
ENSG0109905	GENE9905	4.089	0.46	0.5850543993275361	0.014760929582503203
ENSG0114544	GENE14544	0.769	0.223	0.029530333972458966	0.01477626744239018
ENSG0114648	GENE14648	0.22	0.127	0.01805363310492858	0.014806224215919218
ENSG0102165	GENE2165	-0.919	0.223	0.033867299361030834	0.014817155244564121
ENSG0100841	GENE841	4.509	0.244	0.8584724861427901	0.014841658746620334
ENSG0107089	GENE7089	-1.652	0.46	0.06566402745308064	0.01484483756301454
ENSG0106475	GENE6475	0.757	0.48	0.029364505613774683	0.014853739811685819
ENSG0100165	GENE165	-4.599	0.174	0.9320380477493608	0.01485650442573194
ENSG0102935	GENE2935	3.465	0.48	0.33705403224175845	0.014901446184538538
ENSG0105155	GENE5155	-4.047	0.359	0.5692976646766698	0.014907134552645227
ENSG0112902	GENE12902	-3.963	0.303	0.5282416021530812	0.014928825222789315
ENSG0111611	GENE11611	-1.315	0.234	0.048774727750521274	0.014929959817116038
ENSG0111546	GENE11546	-2.774	0.327	0.1813799092275712	0.014932649861956583
ENSG0117165	GENE17165	-3.884	0.131	0.49302015375808084	0.014953206442172242
ENSG0111768	GENE11768	-1.5	0.488	0.057924999447729775	0.015019796733045073
ENSG0108777	GENE8777	4.658	0.439	0.9942356494935669	0.015030128342938548
ENSG0117921	GENE17921	4.329	0.401	0.7403708681212012	0.015040332724088522
ENSG0102022	GENE2022	2.645	0.494	0.16315217105054514	0.01508872383499073
ENSG0107217	GENE7217	1.577	0.278	0.062415202936526915	0.015103089661219529
ENSG0110237	GENE10237	3.128	0.299	0.25231665815539384	0.015110660344672159
ENSG0110367	GENE10367	1.331	0.419	0.05008183353450735	0.01511567916986776
ENSG0110908	GENE10908	-4.097	0.243	0.6037606071434207	0.015121251862305948
ENSG0115236	GENE15236	-1.746	0.424	0.07289484987420114	0.015146617493761916
ENSG0112779	GENE12779	-1.889	0.194	0.08307524360813312	0.01518049612818667
ENSG0108359	GENE8359	-1.72	0.356	0.0714277118623079	0.015184981431097165
ENSG0116233	GENE16233	-0.601	0.245	0.026118562752992514	0.01520121693776167
ENSG0103999	GENE3999	4.468	0.195	0.84900802424947	0.015227125201104044
ENSG0109107	GENE9107	4.555	0.474	0.9192629867754014	0.01524591853743243
ENSG0102924	GENE2924	-2.312	0.134	0.12224068102383367	0.015255932109602778
ENSG0107425	GENE7425	-1.071	0.341	0.04013133643871969	0.015300107442164163
ENSG0109338	GENE9338	1.105	0.196	0.041438518817814574	0.015330406956126698
ENSG0105684	GENE5684	1.062	0.337	0.03986122487866173	0.015331314128814928
ENSG0113800	GENE13800	1.974	0.491	0.09059612712095966	0.015332503412046143
ENSG0110438	GENE10438	0.375	0.442	0.02151857409046487	0.015359909977154248
ENSG0115814	GENE15814	4.077	0.299	0.602413908434429	0.015364288486177583
ENSG0108084	GENE8084	-2.696	0.418	0.17462448327141644	0.015428823808363083
ENSG0110363	GENE10363	-2.497	0.195	0.1461194566869668	0.015445757406552546
ENSG0109389	GENE9389	-4.43	0.237	0.8326189685672839	0.015446334909998204
ENSG0107691	GENE7691	-3.509	0.369	0.36368920980942687	0.015462022357104397
ENSG0115311	GENE15311	1.629	0.418	0.06729766746507027	0.015533386724318242
ENSG0109788	GENE9788	-0.222	0.161	0.019021878880014054	0.015572323862501635
ENSG0113183	GENE13183	2.198	0.492	0.11260747447020236	0.01557305955332893
ENSG0108913	GENE8913	3.174	0.244	0.27111155105143003	0.015577988531621208
ENSG0109060	GENE9060	-4.442	0.102	0.8492393910973359	0.015588452347844518
ENSG0110117	GENE10117	0.624	0.329	0.02733592395420681	0.015588963131181627
ENSG0111207	GENE11207	-2.069	0.393	0.10032233281124958	0.015589364862318555
ENSG0113169	GENE13169	-1.389	0.325	0.05443295034608875	0.015597616908219614
ENSG0108164	GENE8164	-0.113	0.239	0.01727524786686796	0.015598313879809129
ENSG0107925	GENE7925	4.219	0.432	0.6956680569939916	0.015607853344007085
ENSG0111208	GENE11208	2.84	0.182	0.2013590313158513	0.015622909784500557
ENSG0109253	GENE9253	-1.086	0.449	0.041560692835640456	0.015643952853409616
ENSG0100565	GENE565	-1.672	0.436	0.07052100982819443	0.015657311398587323
ENSG0106781	GENE6781	-4.307	0.113	0.7574682587292322	0.015702229454505005
ENSG0101676	GENE1676	1.825	0.491	0.08124987336094436	0.01572026163094308
ENSG0103646	GENE3646	-0.12	0.113	0.0175267176445979	0.015735520148574482
ENSG0109030	GENE9030	3.485	0.495	0.362711146813641	0.015750169320190435
ENSG0117947	GENE17947	0.244	0.424	0.019620163634953336	0.015758846109978672
ENSG0111942	GENE11942	0.674	0.209	0.02890116800761522	0.015760646321741654
ENSG0117791	GENE17791	2.49	0.152	0.14848403300854562	0.015790385562949632
ENSG0115177	GENE15177	3.432	0.213	0.34663611397632244	0.015791515742691734
ENSG0111476	GENE11476	-4.285	0.148	0.7476627450475288	0.015804881417620313
ENSG0111755	GENE11755	1.316	0.454	0.05169379072729474	0.015816532214743495
ENSG0117883	GENE17883	-3.57	0.359	0.39361420066540986	0.015833274741304023
ENSG0113778	GENE13778	-1.753	0.414	0.07669261319674125	0.0158358569247988
ENSG0111278	GENE11278	0.807	0.398	0.032817878357236374	0.015868516980196888
ENSG0109910	GENE9910	2.084	0.467	0.10356836800797342	0.015869779780125378
ENSG0109428	GENE9428	4.24	0.409	0.7210494865889153	0.015873947411020058
ENSG0116364	GENE16364	1.572	0.363	0.06538200556141038	0.01587920566103183
ENSG0117535	GENE17535	0.724	0.2	0.03053104409873908	0.015908571010054363
ENSG0117312	GENE17312	2.88	0.416	0.2125335709313152	0.01591679175399758
ENSG0110948	GENE10948	1.999	0.281	0.09621295658745044	0.015919956635992844
ENSG0115440	GENE15440	3.917	0.215	0.5412765265598225	0.015931498134842192
ENSG0100140	GENE140	-0.71	0.226	0.03020390345149948	0.01594573116424068
ENSG0112795	GENE12795	-2.846	0.449	0.2066904117151127	0.01595918565069724
ENSG0103316	GENE3316	-0.869	0.496	0.034959063778458366	0.015987243965640104
ENSG0115755	GENE15755	-1.823	0.295	0.08253631109941317	0.016005987518128744
ENSG0100765	GENE765	-1.265	0.124	0.049971578510075165	0.016013001086704004
ENSG0113875	GENE13875	-3.398	0.313	0.34115808146126525	0.016018022191400222
ENSG0103603	GENE3603	1.992	0.415	0.09634121594058276	0.01603318623035152
ENSG0107239	GENE7239	0.465	0.273	0.024358732253335846	0.016035327372552047
ENSG0100459	GENE459	4.328	0.272	0.7888634943135016	0.0160440725492561
ENSG0116826	GENE16826	1.616	0.372	0.0687513173109191	0.016061506072075793
ENSG0111143	GENE11143	-0.735	0.192	0.03112878231756988	0.016063443307744046
ENSG0100705	GENE705	-1.449	0.224	0.05919106280290076	0.016070736413510492
ENSG0100099	GENE99	-3.615	0.337	0.4161900877271695	0.016075200228353778
ENSG0110836	GENE10836	3.706	0.4	0.452614828095836	0.01611882299532463
ENSG0107176	GENE7176	4.314	0.47	0.783158955185948	0.01613410514598138
ENSG0108514	GENE8514	-1.309	0.375	0.052490774039308796	0.01616379200055601
ENSG0103729	GENE3729	4.377	0.144	0.830576260652171	0.016163859519778747
ENSG0109735	GENE9735	1.448	0.1	0.059606336805660964	0.016186097764940004
ENSG0110909	GENE10909	-2.032	0.482	0.10090222397896054	0.016199489069417913
ENSG0115423	GENE15423	0.094	0.175	0.01762898875174701	0.016202137560791578
ENSG0113165	GENE13165	-4.497	0.389	0.9271036521448055	0.016203089777023647
ENSG0109741	GENE9741	3.423	0.381	0.35391801404904066	0.01625275783850409
ENSG0109323	GENE9323	-2.589	0.404	0.1670521734751491	0.016258190977378146
ENSG0108695	GENE8695	-2.232	0.338	0.12124615885610857	0.016263006739807455
ENSG0109715	GENE9715	-3.122	0.436	0.27011433247057504	0.01626808495763843
ENSG0109075	GENE9075	-1.938	0.274	0.0931957994963547	0.01628203456838193
ENSG0103445	GENE3445	1.914	0.133	0.09123659511235549	0.01629603091818361
ENSG0112622	GENE12622	-0.337	0.344	0.022080977460893658	0.016308167420753385
ENSG0102745	GENE2745	-3.557	0.431	0.40139831199888876	0.016334081966964693
ENSG0110831	GENE10831	1.478	0.423	0.061802167747040504	0.016346874426954525
ENSG0103305	GENE3305	-1.171	0.155	0.046958344022457466	0.016364710769965155
ENSG0101011	GENE1011	0.16	0.111	0.018916573827303496	0.01637754970648496
ENSG0104232	GENE4232	0.919	0.302	0.0374758135039579	0.016387489808605236
ENSG0115876	GENE15876	0.028	0.354	0.01680818585754429	0.016391584988215673
ENSG0106201	GENE6201	2.482	0.388	0.15341090837232985	0.01643135019154565
ENSG0117550	GENE17550	3.678	0.133	0.45044949942765866	0.01644967741374931
ENSG0114721	GENE14721	-4.529	0.243	0.9691608218177428	0.01645474353303668
ENSG0105586	GENE5586	4.507	0.349	0.9507548517700655	0.01646642953083214
ENSG0102239	GENE2239	-2.847	0.411	0.21357459876786522	0.016468782779124808
ENSG0105341	GENE5341	-2.301	0.286	0.13069889999835616	0.016471569155980664
ENSG0110725	GENE10725	1.995	0.183	0.09923656357909105	0.01647577930507466
ENSG0108872	GENE8872	1.414	0.391	0.058945205271999535	0.01650970665407604
ENSG0100125	GENE125	0.594	0.338	0.028241046218851817	0.016553600173526674
ENSG0101997	GENE1997	-4.35	0.482	0.8307268923443315	0.016558293988135735
ENSG0106778	GENE6778	0.451	0.5	0.024841106996268736	0.01656029461794018
ENSG0109967	GENE9967	3.51	0.152	0.3902247713339937	0.016565906888613927
ENSG0108153	GENE8153	4.103	0.1	0.6653847868915086	0.016569763589545504
ENSG0114703	GENE14703	-2.939	0.36	0.23343741322382572	0.0165707624255895
ENSG0115396	GENE15396	-1.554	0.166	0.06716185392800844	0.016579860042036095
ENSG0115686	GENE15686	-2.178	0.278	0.11777023478388526	0.016589558562923143
ENSG0110556	GENE10556	-0.473	0.194	0.02541225862862384	0.01659778559059979
ENSG0116477	GENE16477	3.043	0.492	0.2569690817627549	0.016607205089522868
ENSG0113057	GENE13057	3.537	0.352	0.40067728687925497	0.016614975453706188
ENSG0102539	GENE2539	-3.459	0.155	0.3737759233725161	0.016620243644189316
ENSG0116315	GENE16315	-0.523	0.141	0.026689100467780058	0.016663785395203135
ENSG0109093	GENE9093	-1.409	0.202	0.05924135408304676	0.016665337574356145
ENSG0111825	GENE11825	3.862	0.121	0.5389339519544495	0.016668108867775356
ENSG0105537	GENE5537	-1.697	0.426	0.07677960688736596	0.016668501186346066
ENSG0105721	GENE5721	-1.521	0.211	0.06557036885798917	0.016675781296323813
ENSG0112335	GENE12335	-1.374	0.317	0.05744159175149677	0.016678061121850423
ENSG0100523	GENE523	3.754	0.106	0.4899585283466995	0.01670395408210433
ENSG0113739	GENE13739	-2.68	0.387	0.18647216249302623	0.016711601397188972
ENSG0117738	GENE17738	1.946	0.267	0.0963609867554086	0.016728364360423978
ENSG0113231	GENE13231	3.394	0.396	0.3550171616303458	0.016740846064814973
ENSG0108653	GENE8653	3.117	0.302	0.2770556049575982	0.016751837519900687
ENSG0114329	GENE14329	1.068	0.15	0.04387254181406364	0.016784911502271283
ENSG0106376	GENE6376	-0.07	0.257	0.01787618423510584	0.016790884781490985
ENSG0104704	GENE4704	3.983	0.146	0.6053676979082271	0.01679451298418874
ENSG0112459	GENE12459	-0.35	0.269	0.023030293197511265	0.016800743740083404
ENSG0111469	GENE11469	1.536	0.101	0.0669959923385447	0.016808753015862245
ENSG0100932	GENE932	-0.401	0.216	0.02411711300610464	0.016812218794510066
ENSG0110413	GENE10413	-3.046	0.187	0.261195463169015	0.01684324563879633
ENSG0114195	GENE14195	-3.656	0.276	0.4530478123932212	0.01686515652412089
ENSG0114897	GENE14897	-0.841	0.436	0.03606264889597044	0.016917410462876616
ENSG0103438	GENE3438	3.704	0.271	0.4754246516182481	0.016948679754657876
ENSG0105212	GENE5212	-4.428	0.244	0.9116654749933611	0.016954187230320224
ENSG0111389	GENE11389	3.469	0.402	0.3852680753744563	0.01698133713117166
ENSG0113834	GENE13834	1.794	0.203	0.08533010819419473	0.016983973373194183
ENSG0111144	GENE11144	-2.884	0.218	0.22793769735827119	0.01699820658986776
ENSG0113208	GENE13208	0.278	0.385	0.02183970102751065	0.017001482457623823
ENSG0111152	GENE11152	1.977	0.28	0.10083660038467557	0.017017981765467906
ENSG0106529	GENE6529	-2.335	0.21	0.13921289549720495	0.017021135059514917
ENSG0101693	GENE1693	-4.404	0.192	0.8962151690588694	0.017028570536748534
ENSG0116893	GENE16893	4.053	0.25	0.6535439505162743	0.017029568064742023
ENSG0105362	GENE5362	1.147	0.241	0.04782501371157322	0.017031403411331688
ENSG0116910	GENE16910	0.487	0.494	0.026422145505002215	0.017040746957168312
ENSG0100939	GENE939	-2.473	0.157	0.15798374340956478	0.017058098773500976
ENSG0104220	GENE4220	-3.447	0.284	0.37980783232271	0.017067902919419
ENSG0110422	GENE10422	0.292	0.488	0.022237064647745775	0.017095569699642373
ENSG0106276	GENE6276	1.338	0.376	0.057084091546006355	0.01712313337324184
ENSG0104533	GENE4533	1.084	0.434	0.04542169655391615	0.017129207230247558
ENSG0116188	GENE16188	4.302	0.435	0.8232622425841628	0.017143818868799777
ENSG0113116	GENE13116	1.563	0.271	0.07016605423849853	0.01718579413330881
ENSG0110481	GENE10481	4.477	0.152	0.9672972940272421	0.017198774197829066
ENSG0117025	GENE17025	4.109	0.166	0.6949025015950256	0.01720755687414028
ENSG0109065	GENE9065	1.385	0.147	0.059877707330590835	0.0172192251933421
ENSG0102347	GENE2347	-0.864	0.196	0.037542257812027024	0.017253039086650216
ENSG0103694	GENE3694	-0.108	0.318	0.019025358827632233	0.01726708461141684
ENSG0105654	GENE5654	-1.968	0.397	0.1015352961613627	0.01726791415798818
ENSG0109262	GENE9262	1.319	0.385	0.05660509156845439	0.01726989613969958
ENSG0105561	GENE5561	-3.756	0.201	0.5076035704848002	0.01727463148580707
ENSG0111483	GENE11483	2.857	0.201	0.22600683815056088	0.017276228173035278
ENSG0106581	GENE6581	-1.172	0.328	0.0496315263631254	0.017278863737780766
ENSG0110773	GENE10773	4.448	0.451	0.9477347431269577	0.017298274834293345
ENSG0100897	GENE897	-0.502	0.151	0.027198871596209484	0.017304417046815575
ENSG0101282	GENE1282	-1.465	0.431	0.06471476369227602	0.017312957309890038
ENSG0116987	GENE16987	0.263	0.465	0.021942285056589017	0.01731715098388233
ENSG0111336	GENE11336	1.995	0.256	0.10425455755307567	0.017317699666633338
ENSG0117010	GENE17010	-2.76	0.308	0.20774069649428406	0.017329199796698905
ENSG0105387	GENE5387	-3.129	0.182	0.28995052634810226	0.01735281442097265
ENSG0114454	GENE14454	0.597	0.429	0.029726697038772176	0.017377559233950873
ENSG0108977	GENE8977	-1.306	0.492	0.05631776886346751	0.01737889060126762
ENSG0105345	GENE5345	-4.492	0.166	0.9904676995869305	0.01738410595925014
ENSG0114083	GENE14083	3.795	0.253	0.5294441206365194	0.017395788851959897
ENSG0102842	GENE2842	4.393	0.134	0.9070215918498694	0.017399160046972832
ENSG0102552	GENE2552	-3.067	0.154	0.27519007366156956	0.01741169028732489
ENSG0117396	GENE17396	2.481	0.284	0.16247535918684952	0.017422331364695117
ENSG0110142	GENE10142	-3.887	0.296	0.5762605789472042	0.017431153207931052
ENSG0109426	GENE9426	-1.087	0.469	0.046442994589540154	0.0174650834302352
ENSG0101586	GENE1586	3.362	0.307	0.359964608803779	0.01747209243868396
ENSG0112508	GENE12508	0.997	0.387	0.04286791192954831	0.01747805457414588
ENSG0108425	GENE8425	2.985	0.223	0.2567204647736917	0.017480965895240737
ENSG0105642	GENE5642	0.599	0.486	0.029975994912865955	0.017488207862393874
ENSG0116872	GENE16872	-3.566	0.158	0.43374743753536915	0.017521962967706535
ENSG0112713	GENE12713	2.621	0.414	0.18571189009688505	0.01755553735825266
ENSG0114584	GENE14584	-0.629	0.124	0.030954225167111882	0.017578450880673422
ENSG0101106	GENE1106	3.183	0.267	0.3085698271042202	0.017585202606967006
ENSG0117887	GENE17887	1.48	0.323	0.0666484430428429	0.017588962857461234
ENSG0101718	GENE1718	0.19	0.326	0.020877659856146202	0.017592353113075967
ENSG0116308	GENE16308	4.248	0.294	0.8047851872192147	0.017592639200657165
ENSG0106209	GENE6209	0.111	0.37	0.01944735441800427	0.017596142576051424
ENSG0104506	GENE4506	-4.425	0.398	0.9446219325094676	0.017606531921041772
ENSG0113922	GENE13922	-1.225	0.449	0.0530219889070731	0.01760881887734691
ENSG0117296	GENE17296	1.072	0.456	0.04634568473115741	0.017662727057247807
ENSG0111178	GENE11178	1.505	0.141	0.06846239527190001	0.017672285367247603
ENSG0106530	GENE6530	-3.886	0.254	0.5839184305523168	0.017673834498936176
ENSG0108848	GENE8848	-0.181	0.485	0.020824521874217683	0.017694622905452158
ENSG0114155	GENE14155	4.169	0.232	0.7554922825941076	0.017737053629986146
ENSG0111175	GENE11175	3.811	0.148	0.5484746978949007	0.017762779630311542
ENSG0101512	GENE1512	0.299	0.165	0.02325602637883173	0.017767124168677997
ENSG0103301	GENE3301	-3.773	0.122	0.5299412488758602	0.01776923579078113
ENSG0103130	GENE3130	4.151	0.414	0.7463648621211947	0.017797906065903646
ENSG0113199	GENE13199	1.61	0.182	0.07583291905315315	0.01780271837118358
ENSG0112104	GENE12104	-0.926	0.445	0.041011368747564725	0.0178244187590285
ENSG0111569	GENE11569	1.054	0.324	0.046044109468587835	0.01783716267714014
ENSG0106456	GENE6456	-0.438	0.199	0.026485339261340335	0.01785889678877997
ENSG0110903	GENE10903	-1.035	0.27	0.04536667269133443	0.017875209063108754
ENSG0108632	GENE8632	0.123	0.386	0.01996988523490617	0.01788306712564286
ENSG0107414	GENE7414	4.182	0.121	0.7727232741835339	0.017915795355179592
ENSG0105961	GENE5961	-3.267	0.312	0.33904375634129547	0.017916758478209484
ENSG0105667	GENE5667	-3.271	0.243	0.34039891038634773	0.017920616256703853
ENSG0109033	GENE9033	0.445	0.462	0.02675126472739664	0.017920868743742508
ENSG0109953	GENE9953	-2.283	0.256	0.13993194617575344	0.017933806223589477
ENSG0103650	GENE3650	3.817	0.349	0.5574345061577757	0.017956148835145583
ENSG0101063	GENE1063	0.715	0.469	0.03416423994336171	0.017958287581881588
ENSG0112461	GENE12461	-1.2	0.384	0.05289826200646108	0.0179624316366009
ENSG0109508	GENE9508	0.987	0.131	0.04365618293351847	0.017965869891888645
ENSG0107109	GENE7109	1.104	0.464	0.04855767163110347	0.017973353658336442
ENSG0104333	GENE4333	0.804	0.329	0.037050590935383765	0.017974261708038758
ENSG0107671	GENE7671	3.732	0.479	0.5174510948830096	0.01799460324522037
ENSG0108225	GENE8225	-0.313	0.293	0.023871124083598372	0.01800330968225907
ENSG0115816	GENE15816	0.145	0.398	0.020511527669274	0.018006169112866316
ENSG0103708	GENE3708	3.992	0.14	0.6544061914390202	0.018010689561057225
ENSG0103619	GENE3619	-3.505	0.362	0.42223707215665873	0.01801139669036295
ENSG0108887	GENE8887	-0.443	0.11	0.026838247775897606	0.01801792158727705
ENSG0114250	GENE14250	3.726	0.328	0.5157473197110285	0.018033742748771096
ENSG0107376	GENE7376	-2.552	0.38	0.17942219799923653	0.01804011835463561
ENSG0110897	GENE10897	-2.58	0.256	0.1842085784331574	0.018073593123037884
ENSG0115310	GENE15310	-2.438	0.328	0.1623470765632996	0.018100095806011348
ENSG0101335	GENE1335	2.974	0.475	0.26337036367598854	0.018121756526555267
ENSG0116889	GENE16889	1.08	0.359	0.04789461156594765	0.01812300556030413
ENSG0115337	GENE15337	-1.209	0.215	0.05381192713025218	0.018123898110213102
ENSG0116696	GENE16696	-2.385	0.119	0.15513625229877603	0.01812668835263275
ENSG0104513	GENE4513	1.667	0.188	0.0813116395011163	0.018139475926852024
ENSG0111042	GENE11042	-0.062	0.154	0.01919257712601552	0.018158159248676177
ENSG0103818	GENE3818	0.573	0.416	0.03040944262310974	0.018160884675110362
ENSG0110301	GENE10301	2.786	0.102	0.22305050432172846	0.01816976370013766
ENSG0109285	GENE9285	-0.749	0.493	0.03569807347260456	0.018192286618126875
ENSG0108802	GENE8802	-3.025	0.429	0.27719640770085285	0.018219021736387807
ENSG0106946	GENE6946	-2.608	0.151	0.19052098188299704	0.01822557954255226
ENSG0109560	GENE9560	-0.268	0.348	0.02321235347871997	0.018230448960185018
ENSG0105175	GENE5175	-1.914	0.307	0.10219646460678111	0.018258121271433142
ENSG0111240	GENE11240	0.862	0.113	0.03966750438051925	0.01826356512660698
ENSG0105020	GENE5020	3.694	0.259	0.5076343570169342	0.018268289937155565
ENSG0111297	GENE11297	0.042	0.14	0.018977183454668922	0.018269435126356308
ENSG0109371	GENE9371	3.294	0.162	0.3560262823733933	0.01836224181449251
ENSG0117417	GENE17417	-2.917	0.489	0.25360611147954726	0.018368950132128862
ENSG0114189	GENE14189	-0.565	0.162	0.030542487049734723	0.01837093498503091
ENSG0105172	GENE5172	2.563	0.429	0.1845279080367097	0.018374173091907708
ENSG0113422	GENE13422	1.013	0.268	0.04575582164690817	0.01839421653540005
ENSG0103077	GENE3077	-2.54	0.394	0.18117722023230654	0.018414523535085617
ENSG0101788	GENE1788	3.282	0.462	0.35349102552966616	0.01842825246116103
ENSG0116499	GENE16499	1.041	0.192	0.04703949285266151	0.018432673185551442
ENSG0111346	GENE11346	3.251	0.171	0.34393949823638925	0.018446893558187093
ENSG0107167	GENE7167	1.114	0.215	0.050295412672361595	0.018457163613738822
ENSG0115557	GENE15557	-0.625	0.377	0.03243376797227415	0.018480830973719345
ENSG0101396	GENE1396	1.602	0.405	0.07830520254603468	0.0185152551432914
ENSG0101695	GENE1695	-4.368	0.484	0.94407865210227	0.018522642351566577
ENSG0117976	GENE17976	1.324	0.42	0.061016845926109675	0.018524705392948714
ENSG0114709	GENE14709	1.972	0.192	0.10926317064245838	0.018526484718952213
ENSG0110226	GENE10226	1.873	0.156	0.10009392378519943	0.01854339071582543
ENSG0104717	GENE4717	2.281	0.415	0.14449222726046196	0.018552850282824686
ENSG0100994	GENE994	1.592	0.449	0.07777618844568679	0.0185580789168504
ENSG0102126	GENE2126	0.872	0.201	0.040847096500070124	0.01862792303345054
ENSG0112359	GENE12359	-4.237	0.295	0.8444402239947165	0.018633731897854663
ENSG0104901	GENE4901	-1.648	0.181	0.08210282647909639	0.01863442836040979
ENSG0116981	GENE16981	-0.897	0.407	0.04183194924979394	0.018654692557812276
ENSG0107366	GENE7366	2.183	0.2	0.13309310517861084	0.01866704863607609
ENSG0110048	GENE10048	1.741	0.376	0.08952135963466834	0.018674862391073223
ENSG0100812	GENE812	3.434	0.391	0.4114604764562787	0.018705385984789553
ENSG0113948	GENE13948	-3.094	0.291	0.30373140404494736	0.018754364945974496
ENSG0107801	GENE7801	0.748	0.123	0.036787100988650234	0.018758868026274755
ENSG0110724	GENE10724	-1.694	0.189	0.08615301167422196	0.018760128840476464
ENSG0103198	GENE3198	2.218	0.113	0.1381471259805198	0.01877239748633458
ENSG0102948	GENE2948	-0.631	0.361	0.03312610912290204	0.01877511407184665
ENSG0116769	GENE16769	-1.408	0.281	0.0667082749842971	0.018791291907121966
ENSG0114533	GENE14533	1.374	0.321	0.06474117552649339	0.01879837507530217
ENSG0100314	GENE314	-2.485	0.432	0.1760543676605233	0.01880063372191473
ENSG0107774	GENE7774	1.935	0.241	0.10739275269022952	0.018813171693628485
ENSG0107249	GENE7249	-1.014	0.227	0.04686631737139091	0.01881332480981349
ENSG0109008	GENE9008	1.478	0.369	0.07112640869776754	0.018814119683027694
ENSG0103664	GENE3664	1.585	0.277	0.07845208714959673	0.01884837513687202
ENSG0110881	GENE10881	4.153	0.309	0.7918502035368178	0.018855159629162663
ENSG0100574	GENE574	1.334	0.338	0.06266691920649858	0.01886824367742755
ENSG0111751	GENE11751	1.093	0.362	0.05054242919726937	0.018902122420656208
ENSG0116072	GENE16072	1.329	0.341	0.06255199207494988	0.0189146494518207
ENSG0107132	GENE7132	-0.208	0.226	0.02282108008555539	0.018932794423740098
ENSG0113730	GENE13730	-2.226	0.41	0.14042577479082574	0.018947470282165018
ENSG0109499	GENE9499	-0.344	0.141	0.025825583387817597	0.01894766259519343
ENSG0105634	GENE5634	-2.702	0.254	0.21590486682044874	0.01896709958567734
ENSG0109022	GENE9022	0.08	0.184	0.02038569575772975	0.018978032744570102
ENSG0103896	GENE3896	-2.218	0.352	0.13967863584403695	0.01897975424077922
ENSG0103328	GENE3328	3.236	0.366	0.3496114330857488	0.019001613354499087
ENSG0114701	GENE14701	0.565	0.344	0.03160514902527245	0.0190154173049169
ENSG0108148	GENE8148	2.95	0.302	0.2705461184702078	0.01902461895241164
ENSG0101133	GENE1133	-1.538	0.373	0.07622504005870612	0.019100040656415466
ENSG0102272	GENE2272	2.331	0.184	0.1556891586002751	0.01910337019018811
ENSG0109442	GENE9442	3.896	0.492	0.6369740701851981	0.0191164808859175
ENSG0113718	GENE13718	1.736	0.339	0.09123745494174418	0.019129957780115794
ENSG0114842	GENE14842	1.274	0.457	0.06023421145699581	0.019143327975976912
ENSG0113804	GENE13804	-2.827	0.448	0.24377833078717326	0.01914375281540156
ENSG0108707	GENE8707	1.705	0.145	0.08883124606218218	0.019145477298916108
ENSG0117997	GENE17997	0.601	0.159	0.03292357777178945	0.019167843011588876
ENSG0101391	GENE1391	1.836	0.285	0.10003317106464238	0.019168080648864327
ENSG0107034	GENE7034	0.526	0.142	0.030832245921374124	0.019206499161668472
ENSG0104254	GENE4254	-0.426	0.106	0.02822557957046712	0.019235296716909385
ENSG0108764	GENE8764	3.399	0.104	0.4101446253763569	0.019253775221542983
ENSG0109380	GENE9380	2.667	0.285	0.21304199996594708	0.019317561070266054
ENSG0117844	GENE17844	-1.348	0.309	0.06504758793847543	0.01933379060815585
ENSG0117339	GENE17339	-2.098	0.457	0.12781806261137862	0.019336716654255178
ENSG0108078	GENE8078	3.365	0.362	0.4000976790241483	0.01935389974921746
ENSG0112013	GENE12013	0.906	0.286	0.04375667657347959	0.019361001149617463
